fips	state	county	population	percent_fair_or_poor_health
48057	Texas	Calhoun	5325	20.95003572
48059	Texas	Callahan	2994	16.77024025
48061	Texas	Cameron	103675	31.35667073
48063	Texas	Camp	2718	20.61638255
48065	Texas	Carson	1410	13.0925759
48067	Texas	Cass	6470	17.74558908
48069	Texas	Castro	1748	24.1651924
48071	Texas	Chambers	10775	17.11209066
48073	Texas	Cherokee	12186	21.39074009
48075	Texas	Childress	2691	20.10091558
48077	Texas	Clay	2138	16.38263911
48079	Texas	Cochran	793	29.51377977
48081	Texas	Coke	638	18.49138997
48083	Texas	Coleman	1811	20.24735791
48085	Texas	Collin	272683	12.5325151
48087	Texas	Collingsworth	704	20.26156241
48089	Texas	Colorado	4287	18.71182385
48091	Texas	Comal	31185	15.18853479
48093	Texas	Comanche	2716	19.61412806
48095	Texas	Concho	1090	18.96125052
48097	Texas	Cooke	9044	16.16802298
48099	Texas	Coryell	25300	18.42749717
48101	Texas	Cottle	259	21.87081192
48103	Texas	Crane	1213	20.18626049
48105	Texas	Crockett	892	21.74686398
48107	Texas	Crosby	1368	25.49151622
48109	Texas	Culberson	547	35.18083393
48111	Texas	Dallam	1823	21.24260236
48113	Texas	Dallas	780820	19.30899162
48115	Texas	Dawson	3787	25.45316909
48117	Texas	Deaf Smith	4686	25.43741696
48119	Texas	Delta	1057	18.00987966
48121	Texas	Denton	245526	14.4288525
48123	Texas	DeWitt	5285	21.84862473
48125	Texas	Dickens	523	20.81820466
48127	Texas	Dimmit	2801	34.34091068
48129	Texas	Donley	648	16.67282133
48131	Texas	Duval	2730	32.8045549
48133	Texas	Eastland	3819	18.54509811
48135	Texas	Ector	45939	20.90454257
48137	Texas	Edwards	303	21.47334489
48139	Texas	Ellis	43706	15.92845369
48141	Texas	El Paso	228163	26.80418045
48143	Texas	Erath	9229	19.08910704
48145	Texas	Falls	4380	23.1299135
48147	Texas	Fannin	8204	17.2612212
48149	Texas	Fayette	4935	16.29847205
48151	Texas	Fisher	824	18.6094412
48153	Texas	Floyd	1414	25.31339356
48155	Texas	Foard	268	16.07623847
48157	Texas	Fort Bend	204612	15.37343701
48159	Texas	Franklin	2195	16.63094026
48161	Texas	Freestone	5107	19.49961129
48163	Texas	Frio	5938	28.35128518
48165	Texas	Gaines	5251	20.00324519
48167	Texas	Galveston	86556	20.41393455
48169	Texas	Garza	2247	19.92081303
48171	Texas	Gillespie	4733	16.82673191
48173	Texas	Glasscock	351	20.09876956
48175	Texas	Goliad	1428	19.1479141
48177	Texas	Gonzales	4735	24.07419701
48179	Texas	Gray	6140	19.44755764
48181	Texas	Grayson	30554	16.86026032
48183	Texas	Gregg	31829	19.58941012
48185	Texas	Grimes	6781	20.608906
48187	Texas	Guadalupe	41323	17.78177529
48189	Texas	Hale	8684	25.69053246
48191	Texas	Hall	581	28.06887516
48193	Texas	Hamilton	1725	17.37028512
48195	Texas	Hansford	1394	24.09281565
48197	Texas	Hardeman	866	18.78760752
48199	Texas	Hardin	14049	14.70872057
48201	Texas	Harris	1404708	18.85260153
48203	Texas	Harrison	15966	18.42132773
48205	Texas	Hartley	2146	15.24396862
48207	Texas	Haskell	1449	20.88546329
48209	Texas	Hays	55632	18.02059495
48211	Texas	Hemphill	1000	17.52717925
48213	Texas	Henderson	17258	18.10429065
48215	Texas	Hidalgo	222503	30.49978184
48217	Texas	Hill	7651	18.77408406
48219	Texas	Hockley	5752	21.93128722
48221	Texas	Hood	11555	15.36202637
48223	Texas	Hopkins	8576	19.53676374
48225	Texas	Houston	5433	22.26254037
48227	Texas	Howard	10786	20.82629387
48229	Texas	Hudspeth	995	34.25662143
48231	Texas	Hunt	22117	18.44461695
48233	Texas	Hutchinson	5347	18.27860169
48235	Texas	Irion	262	15.93669429
48237	Texas	Jack	2328	17.31686765
48239	Texas	Jackson	3633	18.66912799
48241	Texas	Jasper	7732	17.6516896
48243	Texas	Jeff Davis	340	21.58243492
48245	Texas	Jefferson	69823	20.91580363
48247	Texas	Jim Hogg	1094	31.20833425
48249	Texas	Jim Wells	10396	29.35875065
48251	Texas	Johnson	42094	16.37340613
48253	Texas	Jones	6645	19.79341761
48255	Texas	Karnes	4887	22.90182383
48257	Texas	Kaufman	32303	16.90477578
48259	Texas	Kendall	9059	14.47116332
48261	Texas	Kenedy	142	30.34769831
48263	Texas	Kent	120	16.81712833
48265	Texas	Kerr	10015	18.28932137
48267	Texas	Kimble	679	19.2302492
48269	Texas	King	44	17.41464744
48271	Texas	Kinney	970	24.11285106
48273	Texas	Kleberg	7636	27.93204654
48275	Texas	Knox	697	19.60260266
48277	Texas	Lamar	11588	19.55862017
48279	Texas	Lamb	3019	26.10473408
48281	Texas	Lampasas	4786	16.64028791
48283	Texas	La Salle	2386	27.67783616
48285	Texas	Lavaca	4001	16.15586349
48287	Texas	Lee	3793	17.96176384
48289	Texas	Leon	3469	18.14080961
48291	Texas	Liberty	21975	20.35178764
48293	Texas	Limestone	5687	21.40429079
48295	Texas	Lipscomb	869	17.45795832
48297	Texas	Live Oak	3314	20.5856963
48299	Texas	Llano	3235	16.33204843
48301	Texas	Loving	22	15.31215414
48303	Texas	Lubbock	78748	20.56323413
48305	Texas	Lynn	1382	23.56218832
48307	Texas	McCulloch	1723	20.15420422
48309	Texas	McLennan	59960	20.28364963
48311	Texas	McMullen	207	18.19580713
48313	Texas	Madison	4610	19.46267238
48315	Texas	Marion	1927	19.82600794
48317	Texas	Martin	1247	18.75498182
48319	Texas	Mason	761	16.93034107
48321	Texas	Matagorda	8651	23.47761182
48323	Texas	Maverick	14401	35.16586936
48325	Texas	Medina	11746	20.29705018
48327	Texas	Menard	475	18.31843462
48329	Texas	Midland	49860	16.68029662
48331	Texas	Milam	5084	19.94629351
48333	Texas	Mills	685	17.44059984
48335	Texas	Mitchell	2772	17.87552157
48337	Texas	Montague	4115	16.7049613
48339	Texas	Montgomery	146465	15.01658834
48341	Texas	Moore	5619	22.43399419
48343	Texas	Morris	2873	18.11109927
48345	Texas	Motley	250	17.63830021
48347	Texas	Nacogdoches	14337	21.85380726
48349	Texas	Navarro	11226	21.09476545
48351	Texas	Newton	2943	16.906914
48353	Texas	Nolan	3241	21.06734674
48355	Texas	Nueces	97577	23.32616165
48357	Texas	Ochiltree	2932	20.86742026
48359	Texas	Oldham	395	16.31727916
48361	Texas	Orange	20896	16.92200596
48363	Texas	Palo Pinto	6285	18.90812556
48365	Texas	Panola	5565	17.92350384
48367	Texas	Parker	30935	13.79730613
48369	Texas	Parmer	2450	23.95414976
48371	Texas	Pecos	4752	22.37143287
48373	Texas	Polk	11225	19.9693115
48375	Texas	Potter	34108	24.19461469
48377	Texas	Presidio	1436	34.70235339
48379	Texas	Rains	2369	16.00022347
48381	Texas	Randall	36163	14.74223366
48383	Texas	Reagan	1111	24.81622631
48385	Texas	Real	512	21.11846278
48387	Texas	Red River	2597	21.34928986
48389	Texas	Reeves	4726	24.79289751
48391	Texas	Refugio	1504	21.66458132
48393	Texas	Roberts	172	13.02093784
48395	Texas	Robertson	3608	18.97551499
48397	Texas	Rockwall	24869	13.49427397
48399	Texas	Runnels	2206	20.87344984
48401	Texas	Rusk	14108	21.27580997
48403	Texas	Sabine	1840	19.24459038
48405	Texas	San Augustine	1529	20.57842746
48407	Texas	San Jacinto	5983	19.76573201
48409	Texas	San Patricio	17251	22.99143047
48411	Texas	San Saba	1529	21.31931333
48413	Texas	Schleicher	761	18.30930209
48415	Texas	Scurry	4693	19.7930885
48417	Texas	Shackelford	677	16.49512862
48419	Texas	Shelby	5796	21.9902477
48421	Texas	Sherman	790	18.58455801
48423	Texas	Smith	56699	18.49196491
48425	Texas	Somervell	1976	17.87193872
48427	Texas	Starr	15932	38.88712929
48429	Texas	Stephens	2317	19.99619335
48431	Texas	Sterling	215	21.37973139
48433	Texas	Stonewall	185	17.35799808
48435	Texas	Sutton	1061	18.87881094
48437	Texas	Swisher	2109	25.07372428
48439	Texas	Tarrant	578496	19.94554205
48441	Texas	Taylor	34939	18.74284415
48443	Texas	Terrell	201	24.98769311
48445	Texas	Terry	3230	24.19925414
48447	Texas	Throckmorton	292	16.92399969
48449	Texas	Titus	7924	22.79427087
48451	Texas	Tom Green	31324	19.21442385
48453	Texas	Travis	431643	14.87478708
48455	Texas	Trinity	2770	20.18135984
48457	Texas	Tyler	5011	17.05677293
48459	Texas	Upshur	9089	16.16336922
48461	Texas	Upton	874	21.69645904
48463	Texas	Uvalde	6601	27.02762857
48465	Texas	Val Verde	12723	29.44514613
48467	Texas	Van Zandt	11759	16.51765296
48469	Texas	Victoria	23668	21.96119002
48471	Texas	Walker	19820	21.20336098
48473	Texas	Waller	10868	21.25130273
48475	Texas	Ward	3028	20.96664196
48477	Texas	Washington	7100	18.14988956
48479	Texas	Webb	72025	34.75248564
48481	Texas	Wharton	9671	23.01881359
48483	Texas	Wheeler	1385	19.00447502
48485	Texas	Wichita	34768	22.87832167
48487	Texas	Wilbarger	3363	21.00965408
48489	Texas	Willacy	6278	37.48295008
48491	Texas	Williamson	159573	15.0926465
48493	Texas	Wilson	11342	17.34549141
48495	Texas	Winkler	1919	23.75216433
48497	Texas	Wise	15781	16.55868192
48499	Texas	Wood	8340	15.97025957
48501	Texas	Yoakum	2246	22.3692293
48503	Texas	Young	4061	18.09056381
48505	Texas	Zapata	3454	35.61070545
48507	Texas	Zavala	2899	40.9906873
49000	Utah		860275	13.89157202
49001	Utah	Beaver	1563	13.72995985
49003	Utah	Box Elder	13261	13.29284601
49005	Utah	Cache	31140	12.32931293
49007	Utah	Carbon	4876	16.05402636
49009	Utah	Daggett	111	9.708535253
49011	Utah	Davis	97550	11.08990383
49013	Utah	Duchesne	5442	13.79511336
49015	Utah	Emery	2337	13.037483
49017	Utah	Garfield	1133	14.05787083
49019	Utah	Grand	2533	13.6840223
49021	Utah	Iron	12206	14.93332924
49023	Utah	Juab	2777	13.49555229
49025	Utah	Kane	1574	12.39175358
49027	Utah	Millard	2819	12.99992394
49029	Utah	Morgan	2588	9.808421246
49031	Utah	Piute	421	13.42342519
49033	Utah	Rich	441	14.00410329
49035	Utah	Salt Lake	347421	13.63954346
49037	Utah	San Juan	3547	21.28153724
49039	Utah	Sanpete	7261	15.18459505
49041	Utah	Sevier	5104	14.61232128
49043	Utah	Summit	10131	10.77936806
49045	Utah	Tooele	18544	14.03765426
49047	Utah	Uintah	10330	14.47103015
49049	Utah	Utah	157743	12.62672969
49051	Utah	Wasatch	8215	11.35705419
49053	Utah	Washington	37107	13.22970622
49055	Utah	Wayne	606	12.48013915
49057	Utah	Weber	71494	15.71287928
50000	Vermont		143364	13.05374048
50001	Vermont	Addison	7637	9.683870326
50003	Vermont	Bennington	6796	12.62646206
50005	Vermont	Caledonia	6743	13.81302679
50007	Vermont	Chittenden	41144	9.925446379
50009	Vermont	Essex	1157	15.66272388
50011	Vermont	Franklin	12363	13.17820597
50013	Vermont	Grand Isle	1459	11.94318159
50015	Vermont	Lamoille	6419	11.31451774
50017	Vermont	Orange	6299	11.45865033
50019	Vermont	Orleans	5987	13.38784984
50021	Vermont	Rutland	12320	13.92680472
50023	Vermont	Washington	13584	11.94769512
50025	Vermont	Windham	9277	12.32834158
50027	Vermont	Windsor	12179	11.51854502
51000	Virginia		2266739	15.80538609
51001	Virginia	Accomack	6916	20.08919894
51003	Virginia	Albemarle	25901	12.78891368
51005	Virginia	Alleghany	3153	16.12154572
51007	Virginia	Amelia	2561	15.53996066
51009	Virginia	Amherst	6943	16.05907307
51011	Virginia	Appomattox	3587	16.56063666
51013	Virginia	Arlington	97129	11.2943892
51015	Virginia	Augusta	17199	14.20776217
51017	Virginia	Bath	1087	16.54532901
51019	Virginia	Bedford	16032	14.03666356
51021	Virginia	Bland	1638	12.88908607
51023	Virginia	Botetourt	6608	12.39068158
51025	Virginia	Brunswick	4190	22.8818003
51027	Virginia	Buchanan	5159	21.15731352
51029	Virginia	Buckingham	4459	19.103107
51031	Virginia	Campbell	13612	15.8559569
51033	Virginia	Caroline	7516	16.177108
51035	Virginia	Carroll	6339	15.23122896
51036	Virginia	Charles City	1357	18.35193286
51037	Virginia	Charlotte	2384	19.2906581
51041	Virginia	Chesterfield	85728	12.98513405
51043	Virginia	Clarke	2762	13.84598998
51045	Virginia	Craig	1177	13.40434239
51047	Virginia	Culpeper	12333	14.7840693
51049	Virginia	Cumberland	2044	19.2280311
51051	Virginia	Dickenson	3578	21.28796528
51053	Virginia	Dinwiddie	6911	17.04635342
51057	Virginia	Essex	2155	17.61781624
51059	Virginia	Fairfax	321468	9.985845701
51061	Virginia	Fauquier	15841	13.25156419
51063	Virginia	Floyd	3352	14.93887026
51065	Virginia	Fluvanna	6596	13.40020848
51067	Virginia	Franklin	11399	15.57719864
51069	Virginia	Frederick	20835	13.60641229
51071	Virginia	Giles	3816	14.00569365
51073	Virginia	Gloucester	8589	13.02311723
51075	Virginia	Goochland	4543	12.55027234
51077	Virginia	Grayson	3474	18.2771272
51079	Virginia	Greene	4907	15.48431017
51081	Virginia	Greensville	3740	22.83303868
51083	Virginia	Halifax	7153	19.82181639
51085	Virginia	Hanover	22814	11.63795228
51087	Virginia	Henrico	90238	14.00606025
51089	Virginia	Henry	10570	21.35825123
51091	Virginia	Highland	345	14.1847045
51093	Virginia	Isle of Wight	8221	14.38137714
51095	Virginia	James City	15137	12.94786726
51097	Virginia	King and Queen	1566	17.8179591
51099	Virginia	King George	6709	14.57431719
51101	Virginia	King William	3990	14.08638592
51103	Virginia	Lancaster	1726	16.46333685
51105	Virginia	Lee	6157	19.33215227
51107	Virginia	Loudoun	113840	11.07593986
51109	Virginia	Louisa	8119	14.90493846
51111	Virginia	Lunenburg	2823	21.366633
51113	Virginia	Madison	2922	15.84809962
51115	Virginia	Mathews	1477	14.8746641
51117	Virginia	Mecklenburg	6152	19.02105806
51119	Virginia	Middlesex	1742	15.4566939
51121	Virginia	Montgomery	23999	15.5520384
51125	Virginia	Nelson	2930	15.23944208
51127	Virginia	New Kent	5117	12.09761894
51131	Virginia	Northampton	2324	19.15197815
51133	Virginia	Northumberland	1939	16.27374195
51135	Virginia	Nottoway	3852	21.13833483
51137	Virginia	Orange	8228	14.09085496
51139	Virginia	Page	5411	16.3363979
51141	Virginia	Patrick	3488	17.31442467
51143	Virginia	Pittsylvania	13180	18.2296147
51145	Virginia	Powhatan	6768	12.21944379
51147	Virginia	Prince Edward	4254	20.54185071
51149	Virginia	Prince George	11605	17.44279195
51153	Virginia	Prince William	133359	15.27954776
51155	Virginia	Pulaski	7744	15.83154921
51157	Virginia	Rappahannock	1402	12.29468409
51159	Virginia	Richmond	2181	19.014134
51161	Virginia	Roanoke	21706	14.16691494
51163	Virginia	Rockbridge	4653	15.2230907
51165	Virginia	Rockingham	17966	14.66438512
51167	Virginia	Russell	6333	18.16071952
51169	Virginia	Scott	4935	17.73856454
51171	Virginia	Shenandoah	9455	14.4409258
51173	Virginia	Smyth	7196	17.64670068
51175	Virginia	Southampton	3736	16.45935276
51177	Virginia	Spotsylvania	33353	14.4995826
51179	Virginia	Stafford	38887	11.77282304
51181	Virginia	Surry	1216	18.48457222
51183	Virginia	Sussex	3487	21.08181899
51185	Virginia	Tazewell	9737	17.2113331
51187	Virginia	Warren	9415	13.934791
51191	Virginia	Washington	12062	16.6942277
51193	Virginia	Westmoreland	3792	16.5018856
51195	Virginia	Wise	10230	19.97127838
51197	Virginia	Wythe	6713	15.60274831
51199	Virginia	York	16565	12.54417082
51510	Virginia	Alexandria City	63661	14.81407596
51520	Virginia	Bristol City	4288	18.28247858
51530	Virginia	Buena Vista City	1273	20.58881567
51540	Virginia	Charlottesville City	15272	18.40217545
51550	Virginia	Chesapeake City	65515	15.36485369
51570	Virginia	Colonial Heights City	4223	17.0738393
51580	Virginia	Covington City	1401	18.29281465
51590	Virginia	Danville City	9477	21.94066415
51595	Virginia	Emporia City	1374	29.20369107
51600	Virginia	Fairfax City	6561	13.411943
51610	Virginia	Falls Church City	3624	12.44784586
51620	Virginia	Franklin City	1980	22.18229589
51630	Virginia	Fredericksburg City	8298	17.34395691
51640	Virginia	Galax City	1598	21.0436238
51650	Virginia	Hampton City	35913	17.38438365
51660	Virginia	Harrisonburg City	13400	22.51279009
51670	Virginia	Hopewell City	5779	20.16016461
51678	Virginia	Lexington City	696	17.99441001
51680	Virginia	Lynchburg City	17781	19.68280139
51683	Virginia	Manassas City	12438	17.75490198
51685	Virginia	Manassas Park City	5534	19.45782609
51690	Virginia	Martinsville City	2964	21.5701551
51700	Virginia	Newport News City	51873	19.1071705
51710	Virginia	Norfolk City	74997	19.40543836
51720	Virginia	Norton City	1117	18.64433469
51730	Virginia	Petersburg City	8190	25.85288681
51735	Virginia	Poquoson City	2656	11.67115277
51740	Virginia	Portsmouth City	26587	18.5049317
51750	Virginia	Radford City	3262	22.32464564
51760	Virginia	Richmond City	73242	19.53058723
51770	Virginia	Roanoke City	28120	19.68971683
51775	Virginia	Salem City	5485	13.47516798
51790	Virginia	Staunton City	6189	15.54041973
51800	Virginia	Suffolk City	23649	16.60117322
51810	Virginia	Virginia Beach City	133075	11.78679379
51820	Virginia	Waynesboro City	5766	17.42763007
51830	Virginia	Williamsburg City	2613	18.18590648
51840	Virginia	Winchester City	6931	16.54518045
53000	Washington		2042551	15.56431479
53001	Washington	Adams	4638	23.41677397
53003	Washington	Asotin	4904	15.31368044
53005	Washington	Benton	50064	16.09646488
53007	Washington	Chelan	17813	17.16392855
53009	Washington	Clallam	15165	16.22304139
53011	Washington	Clark	122605	13.73351757
53013	Washington	Columbia	820	17.60191536
53015	Washington	Cowlitz	24650	18.56809097
53017	Washington	Douglas	9908	18.06198207
53019	Washington	Ferry	1492	19.09558221
53021	Washington	Franklin	26478	20.8635398
53023	Washington	Garfield	500	17.01192792
53025	Washington	Grant	23811	20.70886749
53027	Washington	Grays Harbor	16717	17.60665841
53029	Washington	Island	19220	13.11105695
53031	Washington	Jefferson	5167	12.25302807
53033	Washington	King	705534	10.94128579
53035	Washington	Kitsap	67007	13.82495237
53037	Washington	Kittitas	9681	15.2187555
53039	Washington	Klickitat	4584	17.48153334
53041	Washington	Lewis	17828	17.39881265
53043	Washington	Lincoln	1989	14.83245578
53045	Washington	Mason	14110	15.80610419
53047	Washington	Okanogan	9060	18.3053814
53049	Washington	Pacific	3936	18.21072138
53051	Washington	Pend Oreille	2386	16.8121732
53053	Washington	Pierce	243188	15.84061858
53055	Washington	San Juan	2931	13.10526344
53057	Washington	Skagit	29583	14.48697604
53059	Washington	Skamania	2523	16.28751546
53061	Washington	Snohomish	224777	14.40397112
53063	Washington	Spokane	133353	13.01177336
53065	Washington	Stevens	8289	17.33161443
53067	Washington	Thurston	75722	13.46337643
53069	Washington	Wahkiakum	604	13.68391793
53071	Washington	Walla Walla	14314	16.38565636
53073	Washington	Whatcom	53938	12.54458544
53075	Washington	Whitman	10947	15.83082738
53077	Washington	Yakima	62315	23.52720567
54000	West Virginia		439010	23.89985666
54001	West Virginia	Barbour	3584	23.72130863
54003	West Virginia	Berkeley	30673	20.18450974
54005	West Virginia	Boone	5415	27.35259772
54007	West Virginia	Braxton	3201	22.69327449
54009	West Virginia	Brooke	4733	19.89211193
54011	West Virginia	Cabell	23218	23.29600853
54013	West Virginia	Calhoun	1556	25.93865186
54015	West Virginia	Clay	1922	25.30153605
54017	West Virginia	Doddridge	2086	19.19960828
54019	West Virginia	Fayette	10554	24.29884472
54021	West Virginia	Gilmer	2203	27.20705762
54023	West Virginia	Grant	2461	23.43758148
54025	West Virginia	Greenbrier	8168	21.70066316
54027	West Virginia	Hampshire	4938	21.99130021
54029	West Virginia	Hancock	6546	21.14342977
54031	West Virginia	Hardy	3031	22.02825618
54033	West Virginia	Harrison	16609	20.61796501
54035	West Virginia	Jackson	6655	22.85492037
54037	West Virginia	Jefferson	13683	18.48247258
54039	West Virginia	Kanawha	45404	21.81569505
54041	West Virginia	Lewis	3794	23.37806164
54043	West Virginia	Lincoln	5041	25.49123721
54045	West Virginia	Logan	8350	25.50413895
54047	West Virginia	McDowell	4523	32.17672749
54049	West Virginia	Marion	13188	20.07422344
54051	West Virginia	Marshall	7187	22.70882532
54053	West Virginia	Mason	6278	25.41276969
54055	West Virginia	Mercer	14115	25.28258979
54057	West Virginia	Mineral	5967	20.32096886
54059	West Virginia	Mingo	5950	28.43047804
54061	West Virginia	Monongalia	30369	19.24541487
54063	West Virginia	Monroe	2892	22.75402531
54065	West Virginia	Morgan	3609	20.89082773
54067	West Virginia	Nicholas	5807	26.114492
54069	West Virginia	Ohio	9488	20.19044164
54071	West Virginia	Pendleton	1320	23.25033555
54073	West Virginia	Pleasants	1885	22.10674402
54075	West Virginia	Pocahontas	1849	23.37370989
54077	West Virginia	Preston	8902	20.01617786
54079	West Virginia	Putnam	14152	18.99373366
54081	West Virginia	Raleigh	18933	24.77710913
54083	West Virginia	Randolph	6835	22.33188916
54085	West Virginia	Ritchie	2098	21.91115553
54087	West Virginia	Roane	3073	25.21127204
54089	West Virginia	Summers	3049	24.72723527
54091	West Virginia	Taylor	4173	20.48698656
54093	West Virginia	Tucker	1463	20.54577057
54095	West Virginia	Tyler	1863	20.06897386
54097	West Virginia	Upshur	5396	23.95115449
54099	West Virginia	Wayne	9409	25.6574773
54101	West Virginia	Webster	1777	25.63539196
54103	West Virginia	Wetzel	3307	23.63442294
54105	West Virginia	Wirt	1246	23.64125198
54107	West Virginia	Wood	19987	21.60236924
54109	West Virginia	Wyoming	5095	25.97308652
55000	Wisconsin		1424248	16.71519286
55001	Wisconsin	Adams	3847	14.18897627
55003	Wisconsin	Ashland	3324	16.49161815
55005	Wisconsin	Barron	9932	14.02935223
55007	Wisconsin	Bayfield	2567	13.88892901
55009	Wisconsin	Brown	68075	12.29175553
55011	Wisconsin	Buffalo	2786	12.61683499
55013	Wisconsin	Burnett	2642	14.00055293
55015	Wisconsin	Calumet	11961	10.86028179
55017	Wisconsin	Chippewa	15573	13.36366843
55019	Wisconsin	Clark	7129	14.0861685
55021	Wisconsin	Columbia	13770	12.3759621
55023	Wisconsin	Crawford	3364	12.9129508
55025	Wisconsin	Dane	151506	11.99054712
55027	Wisconsin	Dodge	21671	11.9402166
55029	Wisconsin	Door	5278	11.83946436
55031	Wisconsin	Douglas	10606	12.94140485
55033	Wisconsin	Dunn	9819	14.07060078
55035	Wisconsin	Eau Claire	25272	13.0549376
55037	Wisconsin	Florence	769	12.73480836
55039	Wisconsin	Fond du Lac	24014	12.966435
55041	Wisconsin	Forest	1743	15.39009881
55043	Wisconsin	Grant	10676	13.58218136
55045	Wisconsin	Green	8548	11.80469782
55047	Wisconsin	Green Lake	3822	13.74436151
55049	Wisconsin	Iowa	5336	11.79285944
55051	Wisconsin	Iron	1011	13.41298127
55053	Wisconsin	Jackson	4915	14.19030804
55055	Wisconsin	Jefferson	20340	11.96987368
55057	Wisconsin	Juneau	6079	13.99685681
55059	Wisconsin	Kenosha	42628	13.8369331
55061	Wisconsin	Kewaunee	4474	11.8146942
55063	Wisconsin	La Crosse	28033	12.1529847
55065	Wisconsin	Lafayette	3652	13.12484922
55067	Wisconsin	Langlade	3799	13.71291068
55069	Wisconsin	Lincoln	5810	11.39485438
55071	Wisconsin	Manitowoc	17487	12.66749542
55073	Wisconsin	Marathon	32525	11.80709426
55075	Wisconsin	Marinette	8145	15.13518608
55077	Wisconsin	Marquette	2859	12.94173978
55078	Wisconsin	Menominee	972	26.94660876
55079	Wisconsin	Milwaukee	276585	18.39096687
55081	Wisconsin	Monroe	10736	13.02179229
55083	Wisconsin	Oconto	7931	12.43987953
55085	Wisconsin	Oneida	6753	12.07987616
55087	Wisconsin	Outagamie	48271	12.78702983
55089	Wisconsin	Ozaukee	18303	10.18023426
55091	Wisconsin	Pepin	1461	12.83036342
55093	Wisconsin	Pierce	9221	11.44141438
55095	Wisconsin	Polk	9236	12.58909883
55097	Wisconsin	Portage	15892	12.2939451
55099	Wisconsin	Price	2439	13.16836525
55101	Wisconsin	Racine	46622	15.33007698
55103	Wisconsin	Richland	3526	13.41535294
55105	Wisconsin	Rock	39488	14.810341
55107	Wisconsin	Rusk	2585	14.32154202
55109	Wisconsin	St. Croix	22283	10.07127832
55111	Wisconsin	Sauk	15368	12.96238844
55113	Wisconsin	Sawyer	2962	15.80662974
55115	Wisconsin	Shawano	8734	14.13153242
55117	Wisconsin	Sheboygan	27592	12.11825031
55119	Wisconsin	Taylor	4250	12.89441523
55121	Wisconsin	Trempealeau	6718	12.58083584
55123	Wisconsin	Vernon	6109	13.75115784
55125	Wisconsin	Vilas	3571	13.54686251
55127	Wisconsin	Walworth	22368	13.92014733
55129	Wisconsin	Washburn	2898	13.60354988
55131	Wisconsin	Washington	30713	9.830963222
55133	Wisconsin	Waukesha	89815	10.11486631
55135	Wisconsin	Waupaca	11164	12.14973861
55137	Wisconsin	Waushara	4874	13.34868222
55139	Wisconsin	Winnebago	42626	12.65212823
55141	Wisconsin	Wood	16395	12.44473254
56000	Wyoming		151920	14.97730279
56001	Wyoming	Albany	9968	15.81211086
56003	Wyoming	Big Horn	2516	14.72236236
56005	Wyoming	Campbell	14519	12.61890505
56007	Wyoming	Carbon	4137	15.65532581
56009	Wyoming	Converse	3242	14.34261312
56011	Wyoming	Crook	1543	12.60482364
56013	Wyoming	Fremont	9326	14.35377461
56015	Wyoming	Goshen	3000	14.70838076
56017	Wyoming	Hot Springs	1021	14.23377827
56019	Wyoming	Johnson	1763	12.49435056
56021	Wyoming	Laramie	26255	13.15294818
56023	Wyoming	Lincoln	4413	12.46549708
56025	Wyoming	Natrona	22657	14.52651899
56027	Wyoming	Niobrara	604	15.55867424
56029	Wyoming	Park	6487	13.33545873
56031	Wyoming	Platte	1723	15.38382874
56033	Wyoming	Sheridan	7131	12.54518676
56035	Wyoming	Sublette	2519	12.23739559
56037	Wyoming	Sweetwater	12573	14.81308225
56039	Wyoming	Teton	7972	11.91435829
56041	Wyoming	Uinta	5152	15.53746378
56043	Wyoming	Washakie	1767	15.95597113
56045	Wyoming	Weston	1632	13.93402474
