fips	state	county	percent_less_than_18_years_of_age	percent_65_and_over
1000	Alabama		22.29682412	16.91726316
1001	Alabama	Autauga	23.67403464	15.56266974
1003	Alabama	Baldwin	21.60791113	20.44334975
1005	Alabama	Barbour	20.86732848	19.4204413
1007	Alabama	Bibb	20.47767857	16.47321429
1009	Alabama	Blount	23.15352697	18.23651452
1011	Alabama	Bullock	21.07910831	16.38390215
1013	Alabama	Butler	22.24593496	20.29979675
1015	Alabama	Calhoun	21.60977275	17.71747596
1017	Alabama	Chambers	20.80023799	19.52104715
1019	Alabama	Cherokee	19.16871543	22.97172711
1021	Alabama	Chilton	23.76055987	16.78481643
1023	Alabama	Choctaw	19.99065493	22.99665135
1025	Alabama	Clarke	21.71822743	19.87040134
1027	Alabama	Clay	20.24858757	20.72316384
1029	Alabama	Cleburne	22.76639755	19.45019017
1031	Alabama	Coffee	23.65678399	16.95467067
1033	Alabama	Colbert	20.76257259	19.92987838
1035	Alabama	Conecuh	20.77054655	22.49735277
1037	Alabama	Coosa	16.58422772	23.15445637
1039	Alabama	Covington	21.87043746	21.06202347
1041	Alabama	Crenshaw	22.8587963	19.01765046
1043	Alabama	Cullman	22.47908727	18.51106158
1045	Alabama	Dale	22.97369066	16.89271999
1047	Alabama	Dallas	23.80840512	18.06577917
1049	Alabama	DeKalb	24.07788751	17.26132941
1051	Alabama	Elmore	22.23918327	15.14281876
1053	Alabama	Escambia	22.36584304	17.94927615
1055	Alabama	Etowah	21.46027844	19.01152184
1057	Alabama	Fayette	21.12821761	21.12821761
1059	Alabama	Franklin	24.53528043	16.88613972
1061	Alabama	Geneva	21.91989055	20.29718021
1063	Alabama	Greene	22.16688935	22.31264424
1065	Alabama	Hale	23.04767079	19.21091946
1067	Alabama	Henry	20.61130804	22.72066942
1069	Alabama	Houston	23.03240962	17.79855236
1071	Alabama	Jackson	20.88680996	20.04986856
1073	Alabama	Jefferson	22.762172	15.85727287
1075	Alabama	Lamar	21.38832707	21.65559087
1077	Alabama	Lauderdale	19.6651044	20.09265373
1079	Alabama	Lawrence	21.58873684	18.66371332
1081	Alabama	Lee	21.28387652	11.88293349
1083	Alabama	Limestone	22.55911161	15.18913636
1085	Alabama	Lowndes	22.6188089	18.84900742
1087	Alabama	Macon	16.90981073	20.36986821
1089	Alabama	Madison	21.81769567	15.04014799
1091	Alabama	Marengo	22.73680898	19.60033568
1093	Alabama	Marion	20.77411551	21.23777845
1095	Alabama	Marshall	24.90505572	17.0379465
1097	Alabama	Mobile	23.37386437	16.20298871
1099	Alabama	Monroe	21.56453221	20.29240044
1101	Alabama	Montgomery	23.37584104	15.13666987
1103	Alabama	Morgan	22.81319014	17.46844797
1105	Alabama	Perry	21.24726477	19.40919037
1107	Alabama	Pickens	19.66596449	19.02397432
1109	Alabama	Pike	18.98134261	14.95890575
1111	Alabama	Randolph	21.44774477	20.3520352
1113	Alabama	Russell	24.17403645	14.32997006
1115	Alabama	St. Clair	22.69252452	16.6174315
1117	Alabama	Shelby	23.47860756	15.33886244
1119	Alabama	Sumter	18.96619652	18.01276495
1121	Alabama	Talladega	21.19306509	18.00120259
1123	Alabama	Tallapoosa	20.66572833	21.5596217
1125	Alabama	Tuscaloosa	20.94719761	13.27981772
1127	Alabama	Walker	22.19867841	19.3231938
1129	Alabama	Washington	22.00512883	19.11100256
1131	Alabama	Wilcox	23.76023337	19.44104639
1133	Alabama	Winston	20.42688081	21.55959425
2000	Alaska		24.92629889	11.79909362
2013	Alaska	Aleutians East	7.880512091	9.217638691
2016	Alaska	Aleutians West	11.1479993	6.884501136
2020	Alaska	Anchorage	24.46988043	11.09049249
2050	Alaska	Bethel	35.91348265	7.696530523
2060	Alaska	Bristol Bay	19.04218928	14.48118586
2068	Alaska	Denali	18.64983002	11.89898009
2070	Alaska	Dillingham	31.56	9.4
2090	Alaska	Fairbanks North Star	24.10908246	10.31009084
2100	Alaska	Haines	17.13823767	22.06952304
2105	Alaska	Hoonah-Angoon	18.45653185	22.45467225
2110	Alaska	Juneau	21.2686451	13.38398779
2122	Alaska	Kenai Peninsula	22.5975091	17.40556609
2130	Alaska	Ketchikan Gateway	22.28768501	15.53384107
2150	Alaska	Kodiak Island	25.60509554	10.33345822
2158	Alaska	Kusilvak	40.84066	5.97374443
2164	Alaska	Lake and Peninsula	28.54442344	10.20793951
2170	Alaska	Matanuska-Susitna	26.81906886	11.90781526
2180	Alaska	Nome	34.64228617	7.73381295
2185	Alaska	North Slope	26.46880065	6.81726094
2188	Alaska	Northwest Arctic	35.27571373	7.313257724
2195	Alaska	Petersburg	20.80099348	19.09344924
2198	Alaska	Prince of Wales-Hyder	22.90563687	17.06633448
2220	Alaska	Sitka	21.44096218	15.73956285
2230	Alaska	Skagway	15.85365854	14.54703833
2240	Alaska	Southeast Fairbanks	25.33969355	14.52732004
2261	Alaska	Valdez-Cordova	23.41772152	13.70580533
2275	Alaska	Wrangell	20.01598082	21.89372753
2282	Alaska	Yakutat	18.54304636	19.53642384
2290	Alaska	Yukon-Koyukuk	27.29491271	15.2055566
4000	Arizona		22.90488125	17.54478679
4001	Arizona	Apache	27.17703083	15.29700075
4003	Arizona	Cochise	21.54452946	22.34440325
4005	Arizona	Coconino	20.6182536	12.49877497
4007	Arizona	Gila	20.09129878	28.77396129
4009	Arizona	Graham	27.01985711	13.94725783
4011	Arizona	Greenlee	27.31203206	13.16039228
4012	Arizona	La Paz	16.7788416	39.27860461
4013	Arizona	Maricopa	23.86828402	15.17369544
4015	Arizona	Mohave	17.05511811	30.31543784
4017	Arizona	Navajo	26.68477523	18.1176151
4019	Arizona	Pima	20.85859223	19.75366505
4021	Arizona	Pinal	22.53845569	20.38050893
4023	Arizona	Santa Cruz	26.73561093	18.10539442
4025	Arizona	Yavapai	16.2448867	31.58629786
4027	Arizona	Yuma	25.21779303	18.77545633
5000	Arkansas		23.33181256	16.98263834
5001	Arkansas	Arkansas	22.92757049	19.60718105
5003	Arkansas	Ashley	22.85742792	20.3581762
5005	Arkansas	Baxter	17.74189673	30.89934886
5007	Arkansas	Benton	26.25344818	13.41009802
5009	Arkansas	Boone	22.92689434	20.65901814
5011	Arkansas	Bradley	23.96072314	18.96852345
5013	Arkansas	Calhoun	18.85541027	21.54633314
5015	Arkansas	Carroll	21.48956525	23.18676257
5017	Arkansas	Chicot	22.29354282	20.32956505
5019	Arkansas	Clark	18.9655954	16.71275101
5021	Arkansas	Clay	21.74176601	21.41173301
5023	Arkansas	Cleburne	18.97456439	26.7854997
5025	Arkansas	Cleveland	21.8757795	20.99027189
5027	Arkansas	Columbia	20.69507584	17.42363088
5029	Arkansas	Conway	22.5551673	19.60174238
5031	Arkansas	Craighead	24.95440226	13.84513348
5033	Arkansas	Crawford	24.4472132	16.63407249
5035	Arkansas	Crittenden	27.04894295	14.14504985
5037	Arkansas	Cross	23.42288319	18.76948909
5039	Arkansas	Dallas	21.37287664	23.18295739
5041	Arkansas	Desha	25.62543433	19.00625434
5043	Arkansas	Drew	21.49170668	17.49781755
5045	Arkansas	Faulkner	23.05978879	12.48497668
5047	Arkansas	Franklin	22.87478944	19.33183605
5049	Arkansas	Fulton	20.5477219	26.25315837
5051	Arkansas	Garland	20.11114025	23.83363253
5053	Arkansas	Grant	22.43787112	18.00637783
5055	Arkansas	Greene	24.49641478	15.97793712
5057	Arkansas	Hempstead	25.79918127	17.96145532
5059	Arkansas	Hot Spring	20.5157117	18.898549
5061	Arkansas	Howard	26.02503561	17.94468181
5063	Arkansas	Independence	24.21041457	17.52481554
5065	Arkansas	Izard	18.00191275	25.79268741
5067	Arkansas	Jackson	20.11183154	18.14883112
5069	Arkansas	Jefferson	22.09971518	17.29013125
5071	Arkansas	Johnson	24.74384863	16.45351881
5073	Arkansas	Lafayette	18.40766238	24.03472014
5075	Arkansas	Lawrence	21.99099428	19.72739443
5077	Arkansas	Lee	18.24151363	19.6327212
5079	Arkansas	Lincoln	16.81237391	15.31046851
5081	Arkansas	Little River	22.24565958	21.00438098
5083	Arkansas	Logan	21.67272393	19.85094539
5085	Arkansas	Lonoke	25.8074589	13.31577447
5087	Arkansas	Madison	23.68788302	19.07044476
5089	Arkansas	Marion	18.63413467	28.51333573
5091	Arkansas	Miller	23.63507066	16.89300789
5093	Arkansas	Mississippi	26.05543296	14.79182327
5095	Arkansas	Monroe	21.05797101	23.20289855
5097	Arkansas	Montgomery	18.3662035	27.01703272
5099	Arkansas	Nevada	22.60389142	20.63415806
5101	Arkansas	Newton	19.24407431	26.5086483
5103	Arkansas	Ouachita	22.42226553	20.37617555
5105	Arkansas	Perry	22.35316847	20.19899536
5107	Arkansas	Phillips	25.76959343	19.00271784
5109	Arkansas	Pike	21.37168556	20.38789469
5111	Arkansas	Poinsett	24.0260282	17.9194127
5113	Arkansas	Polk	22.77919098	22.9986533
5115	Arkansas	Pope	22.6703125	15.7515625
5117	Arkansas	Prairie	19.97770622	23.78003468
5119	Arkansas	Pulaski	23.17637771	15.5533768
5121	Arkansas	Randolph	23.70737687	19.9409405
5123	Arkansas	St. Francis	21.21152561	16.20346712
5125	Arkansas	Saline	23.24391992	17.75969561
5127	Arkansas	Scott	23.2193042	20.85473399
5129	Arkansas	Searcy	20.43226941	24.98115104
5131	Arkansas	Sebastian	23.89376375	16.04972095
5133	Arkansas	Sevier	28.43806523	14.5457728
5135	Arkansas	Sharp	20.56892779	26.08545434
5137	Arkansas	Stone	19.23416553	27.42233283
5139	Arkansas	Union	24.07350611	17.9343659
5141	Arkansas	Van Buren	20.04457026	26.04950913
5143	Arkansas	Washington	24.36181481	11.73568646
5145	Arkansas	White	23.06324387	16.42638485
5147	Arkansas	Woodruff	21.89522342	23.14329738
5149	Arkansas	Yell	24.77362433	17.78035756
6000	California		22.72655857	14.33126514
6001	California	Alameda	20.54953553	13.82988361
6003	California	Alpine	17.52951862	25.43142598
6005	California	Amador	15.01663154	26.99895894
6007	California	Butte	19.98348151	18.59065278
6009	California	Calaveras	16.93127494	27.52730143
6011	California	Colusa	27.31308087	14.62523697
6013	California	Contra Costa	22.58629908	15.77470299
6015	California	Del Norte	21.03636625	18.03219779
6017	California	El Dorado	19.83500981	21.1817829
6019	California	Fresno	28.3406074	12.28006838
6021	California	Glenn	26.57325204	15.87692088
6023	California	Humboldt	19.20028158	17.87743908
6025	California	Imperial	28.46936924	12.96837103
6027	California	Inyo	20.46478012	23.40579307
6029	California	Kern	28.90169543	10.96687646
6031	California	Kings	27.0628807	10.25065074
6033	California	Lake	20.95306142	22.73150881
6035	California	Lassen	17.09953899	15.15161353
6037	California	Los Angeles	21.66037407	13.61589777
6039	California	Madera	27.48680806	13.98536202
6041	California	Marin	19.9968421	22.3144347
6043	California	Mariposa	16.18682388	27.94344914
6045	California	Mendocino	21.3604091	22.10579184
6047	California	Merced	29.32979091	11.22595673
6049	California	Modoc	19.45995215	26.86567164
6051	California	Mono	18.30175439	15.81052632
6053	California	Monterey	26.1330505	13.59086673
6055	California	Napa	20.6574521	19.12607501
6057	California	Nevada	17.12305408	27.46348901
6059	California	Orange	21.93330253	14.76433536
6061	California	Placer	22.24118591	19.56154028
6063	California	Plumas	16.87406935	28.42480323
6065	California	Riverside	25.14022192	14.40868499
6067	California	Sacramento	23.61550317	14.12099483
6069	California	San Benito	25.71948584	12.89793133
6071	California	San Bernardino	26.352791	11.57490573
6073	California	San Diego	21.60721956	14.04136672
6075	California	San Francisco	13.4372612	15.65133221
6077	California	San Joaquin	27.14585603	12.74360269
6079	California	San Luis Obispo	17.60501391	20.08379987
6081	California	San Mateo	20.58138251	16.10315186
6083	California	Santa Barbara	22.12341023	15.33277943
6085	California	Santa Clara	21.90511827	13.47724211
6087	California	Santa Cruz	19.2711163	16.45439463
6089	California	Shasta	21.43079316	20.85814264
6091	California	Sierra	16.06963509	31.63709407
6093	California	Siskiyou	20.1308206	25.52373982
6095	California	Solano	22.10877499	15.76991111
6097	California	Sonoma	19.64147841	19.74509043
6099	California	Stanislaus	27.06383056	13.15333339
6101	California	Sutter	25.88552481	15.39351493
6103	California	Tehama	24.03623506	19.38325302
6105	California	Trinity	17.07219785	27.2836059
6107	California	Tulare	30.66322358	11.4394637
6109	California	Tuolumne	16.79165368	26.18126478
6111	California	Ventura	22.86257869	15.55724253
6113	California	Yolo	20.97609887	12.49274074
6115	California	Yuba	27.62265988	12.75611538
8000	Colorado		22.21439352	14.19049984
8001	Colorado	Adams	26.52558863	10.46890995
8003	Colorado	Alamosa	24.04843254	13.61265959
8005	Colorado	Arapahoe	23.55550778	13.06250624
8007	Colorado	Archuleta	18.05303306	26.04431529
8009	Colorado	Baca	22.37099024	24.71408647
8011	Colorado	Bent	14.90989459	17.93607617
8013	Colorado	Boulder	18.9988285	14.25609823
8014	Colorado	Broomfield	23.10624107	13.84786406
8015	Colorado	Chaffee	15.02471663	25.38572927
8017	Colorado	Cheyenne	25.42643923	20.52238806
8019	Colorado	Clear Creek	15.07548152	20.33315981
8021	Colorado	Conejos	25.92682927	19.29268293
8023	Colorado	Costilla	18.91327064	27.29885058
8025	Colorado	Crowley	11.72755207	13.70775009
8027	Colorado	Custer	13.82721034	32.17601938
8029	Colorado	Delta	20.02067651	25.92317384
8031	Colorado	Denver	19.52931784	11.75393445
8033	Colorado	Dolores	20.0096432	25.07232401
8035	Colorado	Douglas	25.95806007	11.94220132
8037	Colorado	Eagle	21.79913807	11.55783463
8039	Colorado	Elbert	21.75633513	16.40286127
8041	Colorado	El Paso	24.10346064	12.75649431
8043	Colorado	Fremont	16.3241082	21.66135649
8045	Colorado	Garfield	25.21666388	13.14706374
8047	Colorado	Gilpin	15.55301421	16.9090018
8049	Colorado	Grand	16.80515298	17.59742351
8051	Colorado	Gunnison	16.99524527	12.96532529
8053	Colorado	Hinsdale	15.53637485	30.33292232
8055	Colorado	Huerfano	16.28683408	31.18014226
8057	Colorado	Jackson	17.08363117	22.2301644
8059	Colorado	Jefferson	19.73603708	16.45494138
8061	Colorado	Kiowa	22.34273319	23.42733189
8063	Colorado	Kit Carson	25.40834846	19.33547396
8065	Colorado	Lake	19.95143149	14.27658487
8067	Colorado	La Plata	18.97353934	17.1692417
8069	Colorado	Larimer	19.60041995	15.67337483
8071	Colorado	Las Animas	18.80300628	24.33289664
8073	Colorado	Lincoln	20.17825312	17.55793226
8075	Colorado	Logan	18.5572278	17.76291342
8077	Colorado	Mesa	21.56885782	19.08398441
8079	Colorado	Mineral	14.81958763	31.18556701
8081	Colorado	Moffat	25.91750076	15.31695481
8083	Colorado	Montezuma	22.00474042	22.11560517
8085	Colorado	Montrose	21.60420714	23.30032691
8087	Colorado	Morgan	25.99621822	15.48427761
8089	Colorado	Otero	23.92578125	20.43185764
8091	Colorado	Ouray	15.35278295	27.18808194
8093	Colorado	Park	15.14334986	20.44082777
8095	Colorado	Phillips	24.63835744	22.53849743
8097	Colorado	Pitkin	15.06406685	19.39832869
8099	Colorado	Prowers	25.79743505	17.61756001
8101	Colorado	Pueblo	22.45760436	18.49709603
8103	Colorado	Rio Blanco	23.76893939	15.54608586
8105	Colorado	Rio Grande	22.66666667	20.23111111
8107	Colorado	Routt	18.10127074	15.44320522
8109	Colorado	Saguache	21.40873886	22.97238054
8111	Colorado	San Juan	12.5984252	23.35958005
8113	Colorado	San Miguel	17.55585399	14.66243438
8115	Colorado	Sedgwick	20.36474164	26.22666088
8117	Colorado	Summit	16.24794401	13.65820621
8119	Colorado	Teller	16.96368058	21.94713551
8121	Colorado	Washington	22.61152984	20.69667957
8123	Colorado	Weld	26.24743482	12.16143555
8125	Colorado	Yuma	27.03592814	18.47305389
9000	Connecticut		20.5782798	17.21742733
9001	Connecticut	Fairfield	22.46586489	15.88412234
9003	Connecticut	Hartford	20.9818113	17.12495953
9005	Connecticut	Litchfield	18.18387619	21.25878605
9007	Connecticut	Middlesex	17.68911127	20.32615778
9009	Connecticut	New Haven	20.17746788	17.36036939
9011	Connecticut	New London	19.39134281	18.22110771
9013	Connecticut	Tolland	17.33357187	15.79965677
9015	Connecticut	Windham	19.82619396	16.5927521
10000	Delaware		21.05274042	18.7232661
10001	Delaware	Kent	22.85354243	17.0725287
10003	Delaware	New Castle	21.49463202	15.55919083
10005	Delaware	Sussex	18.57243792	27.72737978
11000	District of Columbia		18.14977472	12.14355368
11001	District of Columbia	District of Columbia	18.14977472	12.14355368
12000	Florida		19.8554696	20.46107564
12001	Florida	Alachua	17.9810784	14.01561736
12003	Florida	Baker	23.68189032	14.15976018
12005	Florida	Bay	21.45914176	17.09672022
12007	Florida	Bradford	19.60190394	17.7953267
12009	Florida	Brevard	18.24799908	23.68186928
12011	Florida	Broward	21.15499728	16.62069637
12013	Florida	Calhoun	20.04524577	18.03660794
12015	Florida	Charlotte	11.92823706	40.21340771
12017	Florida	Citrus	14.8963354	36.30457855
12019	Florida	Clay	23.23716169	15.78362768
12021	Florida	Collier	17.1191689	32.21634504
12023	Florida	Columbia	21.71822476	18.8843028
12027	Florida	DeSoto	18.93622129	22.18517432
12029	Florida	Dixie	18.1736527	23.64670659
12031	Florida	Duval	22.59316909	14.04816556
12033	Florida	Escambia	20.84846641	16.84382666
12035	Florida	Flagler	16.850634	30.72090803
12037	Florida	Franklin	16.0872529	23.97750511
12039	Florida	Gadsden	22.00069726	17.86072254
12041	Florida	Gilchrist	20.28374233	20.49189308
12043	Florida	Glades	15.15593122	27.28067619
12045	Florida	Gulf	15.4664687	21.57263054
12047	Florida	Hamilton	18.91684137	17.9944095
12049	Florida	Hardee	26.21031382	16.63424482
12051	Florida	Hendry	26.38367504	13.74530754
12053	Florida	Hernando	18.31503943	27.46024677
12055	Florida	Highlands	17.04545455	35.30695098
12057	Florida	Hillsborough	22.54775598	14.28886594
12059	Florida	Holmes	20.21871952	19.87472403
12061	Florida	Indian River	16.02091314	33.04619059
12063	Florida	Jackson	18.55087465	19.50936756
12065	Florida	Jefferson	17.01427772	23.53023516
12067	Florida	Lafayette	20.2817224	16.04443427
12069	Florida	Lake	19.1497777	26.67891555
12071	Florida	Lee	17.57503876	28.61001047
12073	Florida	Leon	18.62277865	13.38623326
12075	Florida	Levy	19.51434879	24.78047584
12077	Florida	Liberty	17.87868038	14.53234007
12079	Florida	Madison	18.84613309	20.49759836
12081	Florida	Manatee	18.26518595	27.39562624
12083	Florida	Marion	18.59063218	28.94018229
12085	Florida	Martin	16.39902555	30.88023267
12086	Florida	Miami-Dade	20.21486967	16.22664698
12087	Florida	Monroe	15.14254868	23.01304864
12089	Florida	Nassau	19.73972411	22.18519899
12091	Florida	Okaloosa	22.23342613	16.01252479
12093	Florida	Okeechobee	21.29186027	19.78477021
12095	Florida	Orange	22.15754231	11.93789859
12097	Florida	Osceola	24.41234816	13.20823935
12099	Florida	Palm Beach	19.07585833	23.90848627
12101	Florida	Pasco	20.31966347	22.62754109
12103	Florida	Pinellas	16.16684439	24.77657698
12105	Florida	Polk	22.10240265	20.21753961
12107	Florida	Putnam	21.40555263	23.19755134
12109	Florida	St. Johns	21.6962098	20.24691164
12111	Florida	St. Lucie	19.70989761	24.13461299
12113	Florida	Santa Rosa	21.9415776	15.97165303
12115	Florida	Sarasota	14.20516594	36.67738413
12117	Florida	Seminole	21.01373998	15.50406984
12119	Florida	Sumter	7.069294935	57.58733709
12121	Florida	Suwannee	21.29166572	21.36634156
12123	Florida	Taylor	20.14984045	20.44119687
12125	Florida	Union	19.42436412	14.97322624
12127	Florida	Volusia	17.68571314	24.42442351
12129	Florida	Wakulla	21.39490466	15.66803241
12131	Florida	Walton	20.20735552	20.56322242
12133	Florida	Washington	19.91559486	17.53617363
13000	Georgia		23.8201146	13.88290766
13001	Georgia	Appling	24.71497271	17.23131788
13003	Georgia	Atkinson	26.31071472	14.06532482
13005	Georgia	Bacon	25.48055431	16.0393384
13007	Georgia	Baker	19.34023286	22.50970246
13009	Georgia	Baldwin	18.7649198	16.01186891
13011	Georgia	Banks	22.3193596	17.48999368
13013	Georgia	Barrow	25.94017993	12.44663342
13015	Georgia	Bartow	24.13540335	14.01774303
13017	Georgia	Ben Hill	24.66194079	17.50759516
13019	Georgia	Berrien	24.2312487	17.09952213
13021	Georgia	Bibb	24.57493713	15.59554525
13023	Georgia	Bleckley	20.40816327	16.84841876
13025	Georgia	Brantley	23.47991745	16.61639414
13027	Georgia	Brooks	21.78817766	19.82853091
13029	Georgia	Bryan	29.284421	10.62741085
13031	Georgia	Bulloch	19.98292279	11.46243014
13033	Georgia	Burke	26.05360567	15.59559381
13035	Georgia	Butts	20.79527136	15.54995247
13037	Georgia	Calhoun	17.49055416	15.66435768
13039	Georgia	Camden	24.3828828	13.63526278
13043	Georgia	Candler	25.0092285	18.01402732
13045	Georgia	Carroll	23.7688472	13.61315939
13047	Georgia	Catoosa	22.89083358	17.73064373
13049	Georgia	Charlton	19.216533	15.97779149
13051	Georgia	Chatham	21.18950881	15.37993396
13053	Georgia	Chattahoochee	21.87383003	4.829651816
13055	Georgia	Chattooga	22.40822913	17.56353368
13057	Georgia	Cherokee	24.43173099	13.92096762
13059	Georgia	Clarke	17.26930024	10.96285243
13061	Georgia	Clay	20.36716315	26.8098372
13063	Georgia	Clayton	27.81589351	9.321685686
13065	Georgia	Clinch	25.46630566	16.20036101
13067	Georgia	Cobb	23.59020433	12.25806452
13069	Georgia	Coffee	24.44480542	13.76093565
13071	Georgia	Colquitt	26.13835761	15.47201263
13073	Georgia	Columbia	25.37218632	13.50240779
13075	Georgia	Cook	25.06118168	16.54236103
13077	Georgia	Coweta	24.51941535	13.87731037
13079	Georgia	Crawford	20.59587595	18.80175353
13081	Georgia	Crisp	24.17592142	18.65846644
13083	Georgia	Dade	19.22223592	19.30235425
13085	Georgia	Dawson	20.67535781	20.1132241
13087	Georgia	Decatur	24.47789276	16.20696143
13089	Georgia	DeKalb	23.12340891	12.44055314
13091	Georgia	Dodge	19.37696209	18.04878049
13093	Georgia	Dooly	17.18955202	20.12257406
13095	Georgia	Dougherty	23.25877054	15.37323411
13097	Georgia	Douglas	25.87541543	11.54192843
13099	Georgia	Early	25.10978823	19.01044208
13101	Georgia	Echols	26.65	13.025
13103	Georgia	Effingham	26.4737096	11.61279949
13105	Georgia	Elbert	21.51150628	20.91527197
13107	Georgia	Emanuel	24.69485229	16.11091456
13109	Georgia	Evans	26.76989087	16.02462457
13111	Georgia	Fannin	16.59990756	29.51394238
13113	Georgia	Fayette	22.99773487	18.18806794
13115	Georgia	Floyd	23.18257478	16.73695712
13117	Georgia	Forsyth	27.38998867	12.01164776
13119	Georgia	Franklin	21.74347392	19.00707988
13121	Georgia	Fulton	21.84591387	11.68730252
13123	Georgia	Gilmer	19.16536864	24.82801142
13125	Georgia	Glascock	21.73622705	17.96327212
13127	Georgia	Glynn	21.73341626	20.23844448
13129	Georgia	Gordon	24.35121782	14.83921297
13131	Georgia	Grady	24.79796347	18.23177631
13133	Georgia	Greene	18.65747542	29.05413041
13135	Georgia	Gwinnett	26.85213429	10.05237227
13137	Georgia	Habersham	22.4530713	18.15017185
13139	Georgia	Hall	25.36013218	14.89304866
13141	Georgia	Hancock	15.50071874	23.33493052
13143	Georgia	Haralson	24.02397318	16.16158196
13145	Georgia	Harris	21.27338651	18.78462654
13147	Georgia	Hart	20.96248898	21.60619181
13149	Georgia	Heard	22.67867666	17.4593821
13151	Georgia	Henry	25.60681088	11.64798888
13153	Georgia	Houston	25.54464234	12.71121574
13155	Georgia	Irwin	21.16407746	17.93998723
13157	Georgia	Jackson	25.41109312	14.4216296
13159	Georgia	Jasper	23.78917379	17.47863248
13161	Georgia	Jeff Davis	26.54201876	15.74955087
13163	Georgia	Jefferson	23.49967596	18.26960467
13165	Georgia	Jenkins	20.29252563	16.79143153
13167	Georgia	Johnson	18.8092295	18.78862794
13169	Georgia	Jones	23.16186749	17.64048085
13171	Georgia	Lamar	20.59473684	16.9631579
13173	Georgia	Lanier	23.96518375	14.08123791
13175	Georgia	Laurens	24.75013207	17.66296883
13177	Georgia	Lee	26.08856337	12.60247279
13179	Georgia	Liberty	28.04039221	9.250857765
13181	Georgia	Lincoln	19.09033481	23.81554011
13183	Georgia	Long	27.06074324	9.637856617
13185	Georgia	Lowndes	23.95870049	12.35030648
13187	Georgia	Lumpkin	17.59368836	17.55727507
13189	Georgia	McDuffie	25.08011704	17.54214853
13191	Georgia	McIntosh	16.15062762	26.69456067
13193	Georgia	Macon	18.73240508	17.2715514
13195	Georgia	Madison	23.05902192	16.97133221
13197	Georgia	Marion	21.25493953	20.00957969
13199	Georgia	Meriwether	21.30244921	20.36263528
13201	Georgia	Miller	22.75765037	22.23003869
13205	Georgia	Mitchell	22.68385004	16.2851478
13207	Georgia	Monroe	20.46875	18.54287791
13209	Georgia	Montgomery	20.11312956	17.13260089
13211	Georgia	Morgan	22.78152018	20.04455524
13213	Georgia	Murray	24.77643346	14.85684226
13215	Georgia	Muscogee	24.77956325	13.39307787
13217	Georgia	Newton	25.93823317	13.01886965
13219	Georgia	Oconee	26.74933795	15.16347525
13221	Georgia	Oglethorpe	20.91138568	18.85213232
13223	Georgia	Paulding	26.11738314	10.60325279
13225	Georgia	Peach	20.88141554	15.99809503
13227	Georgia	Pickens	20.32520325	21.90118824
13229	Georgia	Pierce	24.79240807	17.0302749
13231	Georgia	Pike	23.39272298	15.93324031
13233	Georgia	Polk	25.37791382	15.48151636
13235	Georgia	Pulaski	18.29433553	22.61270214
13237	Georgia	Putnam	19.93672337	24.05428951
13239	Georgia	Quitman	17.77095217	31.19789381
13241	Georgia	Rabun	16.94432916	27.6456987
13243	Georgia	Randolph	20.29855115	23.88409191
13245	Georgia	Richmond	22.853925	14.06174028
13247	Georgia	Rockdale	24.6925845	14.41486191
13249	Georgia	Schley	25	17.13139801
13251	Georgia	Screven	21.05754054	18.81188119
13253	Georgia	Seminole	20.78171978	23.06674684
13255	Georgia	Spalding	23.53706505	17.85627837
13257	Georgia	Stephens	22.22777031	19.40464759
13259	Georgia	Stewart	12.08259397	15.55089531
13261	Georgia	Sumter	22.62805637	16.74570343
13263	Georgia	Talbot	16.19897959	24.37818878
13265	Georgia	Taliaferro	16.91542289	26.30597015
13267	Georgia	Tattnall	20.26702375	14.29246583
13269	Georgia	Taylor	20.30103247	20.22639632
13271	Georgia	Telfair	15.98009574	18.09649786
13273	Georgia	Terrell	23.07513645	19.83509465
13275	Georgia	Thomas	23.69960403	18.29328654
13277	Georgia	Tift	24.69744399	14.88008676
13279	Georgia	Toombs	26.45516421	16.36106669
13281	Georgia	Towns	12.71515356	34.53425582
13283	Georgia	Treutlen	22.66118373	18.43148774
13285	Georgia	Troup	24.21252535	14.84136277
13287	Georgia	Turner	24.16582407	19.8685541
13289	Georgia	Twiggs	19.33317049	22.74059599
13291	Georgia	Union	15.8535061	33.01112454
13293	Georgia	Upson	22.21247378	18.47415602
13295	Georgia	Walker	21.74614609	18.55064112
13297	Georgia	Walton	24.68904741	15.49469001
13299	Georgia	Ware	24.00224215	17.28419283
13301	Georgia	Warren	20.28185108	22.68139402
13303	Georgia	Washington	21.57362896	17.36485824
13305	Georgia	Wayne	24.40284487	15.84138486
13307	Georgia	Webster	19.45614707	23.6307928
13309	Georgia	Wheeler	17.03261835	14.62114482
13311	Georgia	White	19.78978979	22.98965632
13313	Georgia	Whitfield	25.82114509	14.04931675
13315	Georgia	Wilcox	18.98547435	18.0549251
13317	Georgia	Wilkes	21.14216282	23.10652086
13319	Georgia	Wilkinson	22.72023019	19.37804338
13321	Georgia	Worth	22.36563378	19.07483127
15000	Hawaii		21.35979742	18.37160531
15001	Hawaii	Hawaii	21.66999199	20.91321157
15003	Hawaii	Honolulu	21.19877969	17.73253204
15005	Hawaii	Kalawao	0	42.04545455
15007	Hawaii	Kauai	21.83328019	20.15582327
15009	Hawaii	Maui	21.73772629	18.28033515
